"DISTRICT","ROUTE","COUNTY","Postmile Prefix","POSTMILE","DESCRIPTION","BACK PEAK HR","BACK PEAK MONTH","BACK AADT","AHEAD PEAK HR","AHEAD PEAK MONTH","AHEAD AADT",
7,1," LA"," ",22.9,"MANHATTAN BEACH,   MANHATTAN BEACH BOULEVARD                                                                  ",5800,64000,61000,4900,54000,52000,
7,1," LA"," ",23.92,"EL SEGUNDO,   ROSECRANS AVENUE                                                                                ",5400,59000,56000,5500,60000,57000,
7,1," LA"," ",24.91,"EL SEGUNDO,   EL SEGUNDO BOULEVARD                                                                            ",4900,52000,50000,4500,48000,46000,
7,1," LA"," ",25.92,"LOS ANGELES INTERNATIONAL   AIRPORT, IMPERIAL HIGHWAY                                                         ",5300,55000,53000,6100,63000,60000,
7,1," LA"," ",26.87,"MILEPOST EQUATION   =26.90                                                                                    ",,,,,,,
7,1," LA"," ",26.91,"LOS ANGELES INTERNATIONAL   AIRPORT, CENTURY BOULEVARD                                                        ",6100,63000,60000,5800,60000,57000,
7,1," LA"," ",27.36,"LOS ANGELES INTERNATIONAL   AIRPORT, VIA LINCOLN BOULEVARD                                                    ",5800,60000,57000,2950,30500,29000,
7,1," LA"," ",29.08,"LOS ANGELES, JCT. RTE 42,   MANCHESTER AVENUE                                                                 ",3350,34500,33000,4400,47000,44500,
7,1," LA"," ",30.16,"JEFFERSON BOULEVARD                                                                                           ",4400,47000,44500,4550,50000,47500,
7,1," LA"," ",31.28,"LOS ANGELES, JCT. RTE. 90,   MARINA FREEWAY                                                                   ",4000,47500,45500,4200,52000,50000,
7,1," LA"," ",31.78,"LOS ANGELES,   WASHINGTON BOULEVARD                                                                           ",3400,44500,43000,3250,44000,43000,
7,1," LA"," ",32.16,"LOS ANGELES, JCT. RTE.   187, VENICE BOULEVARD                                                                ",3250,44000,43000,3150,45500,44500,
7,1," LA"," ",34.33,"SANTA MONICA,   PICO BOULEVARD                                                                                ",3450,49500,48500,3250,45500,43500,
7,1," LA","R",34.58,"SANTA MONICA, JCT. RTE. 2   NORTH AND RTE. 10 EAST,  CONTINUE VIA SANTA MONICA FREEWAY                        ",3250,45500,43500,"      ","       ","       ",
7,1," LA"," ","       ","  (BREAK IN ROUTE)                                                                                            ","      ","       ","       ","      ","       ","       ",
7,1," LA","R",34.98,"MILEPOST EQUATION 35.01                                                                                       ","      ","       ","       ",4900,57000,53000,
7,1," LA"," ",35.18,"SANTA MONICA,OCEAN AVENUE                                                                                     ",4900,57000,53000,4950,59000,56000,
7,1," LA"," ",35.24,"END FREEWAY                                                                                                   ",,,,,,,
7,1," LA"," ",36.11,"SANTA MONICA, CALIFORNIA   AVENUE INCLINE                                                                     ",4950,59000,56000,5900,75000,71000,
7,1," LA"," ",37.05,"LOS ANGELES,   CHAUTAUQUA BOULEVARD                                                                           ",5900,75000,71000,5800,71000,67000,
7,1," LA"," ",39.33,"PACIFIC PALISADES,   SUNSET BOULEVARD                                                                         ",5600,66000,62000,5600,65000,60000,
7,1," LA"," ",40.77,"JCT. RTE. 27, TOPANGA   CANYON BOULEVARD                                                                      ",5300,59000,55000,4250,47000,43000,
7,1," LA"," ",44.12,"LAS FLORES CANYON ROAD                                                                                        ",3800,42500,39000,3650,40500,37000,
7,1," LA"," ",47.09,"MALIBU, CROSS CREEK ROAD                                                                                      ",3850,42500,39000,3700,40500,37000,
7,1," LA"," ",47.75,"MALIBU, CIVIC CENTER WAY                                                                                      ",3700,40500,37000,3050,33000,30000,
7,1," LA"," ",48.17,"MALIBU, MALIBU   CANYON ROAD                                                                                  ",3000,32000,29000,3750,36500,33000,
7,1," LA"," ",54.02,"MALIBU, KANAN DUME ROAD                                                                                       ",2300,24000,21500,2800,28000,25000,
7,1," LA"," ",56.85,"MALIBU, TRANCAS CANYON ROAD                                                                                   ",2000,20100,17800,1650,16300,14300,
7,1," LA"," ",57.39,"MALIBU, LUNITA ROAD                                                                                           ",1650,16300,14300,1700,16400,14300,
7,1," LA"," ",59.9,"MALIBU, JCT. RTE. 23,   DECKER CANYON ROAD                                                                    ",1850,17600,15300,1800,17100,14800,
7,1,"VEN"," ",62.87,"LOS ANGELES COUNTY-VENTURA COUNTY                                                                             ",1200,11000,10700,1200,11000,10700,
7,1,"VEN"," ",9.87,"BEGIN FREEWAY AT CALLEQUAS CREEK                                                                              ",1350,10800,10400,1350,10800,10400,
7,1,"VEN"," ",10.23,"LAS POSAS ROAD INTERCHANGE                                                                                    ",1350,10800,10400,1300,13100,12600,
7,1,"VEN"," ",11.59,"WOOD ROAD INTERCHANGE                                                                                         ",1300,13100,12600,1700,17400,16700,
7,1,"VEN"," ",12.79,"HUENEME ROAD INTERCHANGE                                                                                      ",1700,17400,16700,1850,19300,18500,
7,1,"VEN"," ",13.59,"NAUMAN ROAD INTERCHANGE                                                                                       ",1850,19300,18500,1900,19700,18800,
7,1,"VEN"," ",14.54,"ETTING ROAD CONNECTIONS                                                                                       ",1900,19700,18800,1900,20200,19300,
7,1,"VEN"," ",15.01,"OXNARD, PLEASANT VALLEY   ROAD INTERCHANGE                                                                    ",1900,20200,19300,1650,17900,17100,
7,1,"VEN"," ",15.93,"OXNARD, CHANNEL ISLAND   BOULEVARD INTERCHANGE                                                                ",1650,17900,17100,1250,13700,13000,
7,1,"VEN"," ",16.66,"END FREEWAY                                                                                                   ",1250,13700,13000,1250,13700,13000,
7,1,"VEN"," ",17.63,"OXNARD, SAVIERS ROAD                                                                                          ",2550,28500,27000,3100,34500,33000,
7,1,"VEN"," ",18.15,"OXNARD, JCT. RTE. 34 EAST,   FIFTH STREET                                                                     ",3400,38500,36500,3250,37000,35000,
7,1,"VEN"," ",19.62,"OXNARD, GONZALES ROAD                                                                                         ",3550,40500,39000,3800,42500,40500,
7,1,"VEN"," ",20.14,"OXNARD, JCT. RTE. 232,   VINEYARD AVENUE                                                                      ",3800,42500,40500,2850,28000,27000,
7,1,"VEN"," ",21.08,"OXNARD, JCT. RTE. 101,   VENTURA FREEWAY                                                                      ",2850,28000,27000,"      ","       ","       ",
7,1,"VEN"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
7,1,"VEN"," ",21.25,"SEGMENT VIA OLD ROUTE 101 AT  STATE BEACH                                                                     ","      ","       ","       ",550,3950,3300,
7,1,"VEN"," ",27.68,"SEACLIFF COLONY, JCT. RTE.   101, VENTURA FREEWAY                                                             ",550,3950,3300,200,1450,1200,
7,1,"VEN"," ",28.48,"SEACLIFF, MOBIL OIL PIER                                                                                      ",200,1450,1200,"      ","       ","       ",
5,1,"VEN"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
5,1," SB"," ","       ","SANTA BARBARA COUNTY                                                                                          ","      ","       ","       ","      ","       ","       ",
5,1," SB","R",0,"LAS CRUCES, JCT. RTE. 101                                                                                     ","      ","       ","       ",750,7100,6200,
5,1," SB","R",7.61,"MILEPOST EQUATION    =9.02                                                                                    ",,,,,,,
5,1," SB"," ",15.01,"JALAMA ROAD                                                                                                   ",750,7100,6200,760,6900,6400,
5,1," SB"," ",19.25,"LOMPOC, SOUTH JCT. RTE. 246                                                                                   ",930,8400,7800,1650,17100,15600,
5,1," SB"," ",20.57,"LOMPOC, NORTH JCT. RTE. 246                                                                                   ",1700,19400,17700,1200,14700,14400,
5,1," SB"," ",22.52,"LOMPOC,   SANTA YNEZ RIVER BRIDGE                                                                             ",1800,21900,21400,1800,21600,21100,
5,1," SB","R",23.3,"LOMPOC-CASMALIA ROAD,   JUNCTION OLD ROUTE 1                                                                  ",1800,21600,21100,1600,19200,18600,
5,1," SB","R",26.69,"PINE CANYON ROAD                                                                                              ",1600,19200,18600,1350,15800,15500,
5,1," SB","M",29.89,"VANDENBERG AIR FORCE BASE,   MAIN GATE                                                                        ",1550,17500,16800,1600,15100,14600,
5,1," SB","M",36.19,"SOUTH JCT. RTE. 135;   VANDENBERG, NORTH                                                                      ",1500,14300,13400,1550,16100,14900,
5,1," SB","R",34.78,"ORCUTT, JCT. RTE. 135 NORTH                                                                                   ",1550,16100,14900,230,2050,1900,
5,1," SB","R",35.53,"CLARK AVENUE                                                                                                  ",230,2050,1900,400,3900,3400,
5,1," SB","R",36.5,"MILEPOST EQUATION  =40.02                                                                                     ",,,,,,,
5,1," SB"," ",41.81,"GUADALUPE, CASMALIA ROAD                                                                                      ",660,6400,5600,320,2250,1850,
5,1," SB"," ",49.2,"GUADALUPE,   JCT. RTE. 166 EAST                                                                               ",300,2400,2000,790,7500,6500,
5,1," SB"," ",50.41,"GUADALUPE NORTH CITY LIMITS                                                                                   ",610,5800,5100,610,5800,5100,
5,1," SB"," ",50.61,"SANTA BARBARA COUNTY                                                                                          ","      ","       ","       ","      ","       ","       ",
5,1,"SLO"," ",1.29,"OSO FLACO UNDERPASS                                                                                           ",510,4750,4200,490,4500,4300,
5,1,"SLO"," ",6.35,"ENTRANCE,   UNION OIL COKING PLANT                                                                            ",490,4500,4300,470,4250,3700,
5,1,"SLO"," ",10.21,"MILEPOST EQUATION   =10.28                                                                                    ",,,,,,,
5,1,"SLO"," ",10.29,"ARROYO GRANDE ROAD                                                                                            ",470,4250,3700,740,6800,6000,
5,1,"SLO"," ",10.9,"HALCYON ROAD                                                                                                  ",740,6800,6000,820,7900,7000,
5,1,"SLO","R",12.92,"MILEPOST EQUATION   =12.95                                                                                    ",,,,,,,
5,1,"SLO"," ",13,"ENTRANCE,   PISMO BEACH STATE PARK                                                                            ",820,7900,7000,840,8200,7100,
5,1,"SLO"," ",14.1,"GROVER CITY, GRAND AVENUE                                                                                     ",840,8200,7100,1300,13100,11500,
5,1,"SLO"," ",15.27,"PISMO BEACH, VILLA CREEK                                                                                      ",1200,12800,11000,1200,12800,11000,
5,1,"SLO"," ",16.73,"PISMO BEACH,   SOUTH JCT. RTE. 101                                                                            ",1250,12100,10600,"      ","       ","       ",
5,1,"SLO"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
5,1,"SLO"," ",16.77,"SAN LUIS OBISPO,   NORTH JCT. RTE. 101                                                                        ","      ","       ","       ",2600,31500,28500,
5,1,"SLO"," ",17.34,"SAN LUIS OBISPO,   FOOTHILL BOULEVARD                                                                         ",2600,31500,28500,2750,32500,29000,
5,1,"SLO"," ",17.87,"HIGHLAND DRIVE (CHORRO STREET)                                                                                ",2750,32500,29000,1950,23900,21500,
5,1,"SLO"," ",19.71,"ENTRANCE,   CALIFORNIA MENS COLONY                                                                           '",1950,23900,21500,2000,24000,21500,
5,1,"SLO"," ",20.89,"ENTRANCE,   CAMP SAN LUIS OBISPO                                                                              ",2000,24000,21500,1950,22500,20300,
5,1,"SLO"," ",22.65,"ENTRANCE, CUESTA COLLEGE                                                                                      ",1950,22500,20300,1600,19300,17200,
5,1,"SLO"," ",27.43,"BEGIN FREEWAY                                                                                                 ",,,,,,,
5,1,"SLO"," ",27.88,"MORRO BAY, BAYWOOD   PARK ROAD INTERCHANGE                                                                    ",1600,19300,17200,2600,23600,21500,
5,1,"SLO"," ",28.82,"MORRO BAY,   SOUTH MORRO BAY INTERCHANGE                                                                      ",2600,23600,21500,1650,19200,17600,
5,1,"SLO"," ",29.62,"MORRO BAY,   NORTH MORRO BAY INTERCHANGE                                                                      ",1650,19200,17600,2400,23600,21500,
5,1,"SLO"," ",30.14,"JCT. RTE. 41;   MORRO BAY, NORTH                                                                              ",2400,23600,21500,1800,20200,17600,
5,1,"SLO"," ",30.33,"END FREEWAY                                                                                                   ",,,,,,,
5,1,"SLO"," ",31.13,"MORRO BAY,   SAN JACINTO STREET                                                                               ",1800,20200,17600,1650,20100,17500,
5,1,"SLO"," ",31.97,"ATASCADERO BEACH,   YERBA BUENA STREET                                                                        ",1650,20100,17500,1550,17700,14500,
5,1,"SLO","R",34.72,"BEGIN FREEWAY                                                                                                 ",,,,,,,
5,1,"SLO","R",34.91,"OLD CREEK ROAD INTERCHANGE                                                                                    ",1550,17700,14500,1100,11300,9300,
5,1,"SLO","R",36.5,"END FREEWAY                                                                                                   ",,,,,,,
5,1,"SLO","R",35.96,"C STREET INTERCHANGE                                                                                          ",1100,11300,9300,1200,11300,8600,
5,1,"SLO","R",37.08,"MILEPOST EQUATION  =36.84                                                                                     ",,,,,,,
5,1,"SLO"," ",45.99,"JCT. RTE. 46 EAST                                                                                             ",1200,11300,8600,1200,12000,8100,
5,1,"SLO"," ",46.85,"CAMBRIA AIR FORCE BASE ROAD                                                                                   ",1200,12000,8100,1200,12000,8100,
5,1,"SLO"," ",48.26,"ARDATH DRIVE                                                                                                  ",1200,12000,8100,700,8500,6100,
5,1,"SLO"," ",54.8,"PICO CREEK                                                                                                    ",1000,10000,6600,1000,9600,6400,
5,1,"SLO"," ",56.39,"ENTRANCE,   HEARST CASTLE STATE PARK                                                                          ",1050,10700,7100,440,3950,2500,
5,1,"SLO"," ",58.9,"SAN SIMEON, NORTH                                                                                             ",440,3950,2500,460,4100,2600,
5,1,"SLO","R",61.44,"MILEPOST EQUATION  =61.48                                                                                     ",,,,,,,
5,1,"SLO"," ",71,"MILEPOST EQUATION  =71.11                                                                                     ",,,,,,,
5,1,"SLO"," ",71.34,"SAN CARPOJO CREEK                                                                                             ",370,3900,2250,370,3900,2250,
5,1,"SLO"," ",74.32,"SAN LUIS OBISPO COUNTY                                                                                        ","      ","       ","       ","      ","       ","       ",
5,1,"MON","L",28.04,"MILEPOST EQUATION  =28.01                                                                                     ",,,,,,,
5,1,"MON"," ",35.35,"ANDERSON CANYON BRIDGE                                                                                        ",410,3750,2300,410,3750,2300,
5,1,"MON"," ",46.6,"BIG SUR RIVER BRIDGE                                                                                          ",690,5800,3900,690,5800,3900,
5,1,"MON"," ",62.97,"GARRAPATA CREEK BRIDGE,   BIG SUR, NORTH                                                                      ",650,7400,5200,650,7200,5200,
5,1,"MON"," ",68.34,"CARMEL HIGHLANDS,   YANKEE POINT DRIVE NORTH                                                                  ",650,7200,5200,810,9100,7100,
5,1,"MON","L",71.2,"MILEPOST EQUATION  =71.17                                                                                     ",,,,,,,
5,1,"MON"," ",71.18,"SAN JOSE CREEK BRIDGE                                                                                         ",1250,12100,11700,1250,12100,11700,
5,1,"MON"," ",72.61,"RIO ROAD                                                                                                      ",1250,12100,11700,2700,26000,25000,
5,1,"MON"," ",72.92,"CARMEL VALLEY ROAD,   CARMEL, SOUTH                                                                           ",2700,26000,25000,5400,51000,49000,
5,1,"MON"," ",73.8,"CARMEL, OCEAN AVENUE                                                                                          ",5400,51000,49000,4600,57000,53000,
5,1,"MON"," ",75.14,"JCT. RTE. 68 NORTH, CARMEL/   PACIFIC GROVE INTERCHANGE                                                       ",4600,57000,53000,5800,70000,66000,
5,1,"MON","R",75.22,"BEGIN FREEWAY                                                                                                 ",,,,,,,
5,1,"MON","R",75.73,"MONTEREY SOUTH CITY LIMITS                                                                                    ",5800,70000,66000,7200,80000,77000,
5,1,"MON","R",75.75,"MONTEREY,   MUNRAS AVENUE INTERCHANGE                                                                         ",7200,80000,77000,4600,51000,49500,
5,1,"MON","R",77.38,"MONTEREY,   AGUAJITO ROAD INTERCHANGE                                                                         ",4600,51000,49500,9100,100000,97000,
5,1,"MON","R",78.12,"MONTEREY, JCT. RTE. 68 EAST                                                                                   ",9100,100000,97000,5600,60000,58000,
5,1,"MON","R",78.88,"MONTEREY, DEL MONTE   AVENUE INTERCHANGE                                                                      ",5600,60000,58000,5400,68000,62000,
5,1,"MON","R",79.36,"SEASIDE, JCT. RTE. 218,   HUMBOLT STREET INTERCHANGE                                                          ",5400,68000,62000,5500,66000,61000,
5,1,"MON","R",80.68,"ORD VILLAGE INTERCHANGE                                                                                       ",5500,66000,61000,7700,83000,78000,
5,1,"MON","R",82.89,"FORT ORD,   MAIN ENTRANCE INTERCHANGE                                                                         ",7700,83000,78000,6700,73000,67000,
5,1,"MON","R",84.48,"FORT ORD, NORTH ENTRANCE   (12TH STREET)                                                                      ",6700,73000,67000,7400,81000,73000,
5,1,"MON","R",85.14,"SOUTH MARINA INTERCHANGE                                                                                      ",7400,81000,73000,3900,41000,37000,
5,1,"MON","R",86.48,"RESERVATION ROAD                                                                                              ",3900,41000,37000,3900,41000,37000,
5,1,"MON","R",88.64,"NEPONSET ROAD INTERCHANGE   (DEL MONTE BOULEVARD)                                                             ",3900,41000,37000,3500,44500,38000,
5,1,"MON","R",89.19,"SALINAS RIVER BRIDGE,   CASTROVILLE, SOUTH                                                                    ",3500,44500,38000,3500,44500,38000,
5,1,"MON","R",90.39,"MOLERA/NASHUA ROADS   INTERCHANGE                                                                             ",3500,44500,38000,4050,45500,39000,
5,1,"MON","R",90.98,"CASTROVILLE,   JCT. RTE. 156 WEST                                                                             ",4050,45500,39000,2050,21000,18000,
5,1,"MON","R",91.02,"END FREEWAY                                                                                                   ",,,,,,,
5,1,"MON","T",92.21,"CASTROVILLE,   JCT. RTE. 183                                                                                  ",2050,21000,18000,3400,34500,29500,
5,1,"MON","T",92.29,"MILEPOST EQUATION   =93.70                                                                                    ",,,,,,,
5,1,"MON"," ",94.4,"MOLERA ROAD                                                                                                   ",3400,34500,29500,3600,37000,31500,
5,1,"MON"," ",96.1,"MOSS LANDING, DOLAN ROAD                                                                                      ",3600,37000,31500,4150,41500,36000,
5,1,"MON"," ",99.92,"JENSEN ROAD                                                                                                   ",4150,41500,36000,3600,39500,33500,
5,1,"MON","T",101.04,"SALINAS/PAJARO ROADS                                                                                          ",3600,39500,33500,2850,35000,30000,
5,1,"MON","R",101.44,"BEGIN FREEWAY                                                                                                 ",,,,,,,
5,1,"MON","R",102.03,"MONTEREY COUNTY                                                                                               ","      ","       ","       ","      ","       ","       ",
5,1,"SCR","R",0,"SANTA CRUZ COUNTY                                                                                             ","      ","       ","       ","      ","       ","       ",
5,1,"SCR","R",0.72,"JCT. RTE. 129,   RIVERSIDE DRIVE INTERCHANGE                                                                  ",2850,35000,30000,3000,40000,33500,
5,1,"SCR","R",2.27,"WATSONVILLE, HARKINS   SLOUGH ROAD OVERCROSSING                                                               ",3000,40000,33500,2400,31000,26500,
5,1,"SCR","R",2.68,"WATSONVILLE, JCT. RTE. 152                                                                                    ",2400,31000,26500,3950,48000,43000,
5,1,"SCR","R",3.18,"WATSONVILLE, AIRPORT   BOULEVARD/ROACHE ROAD                                                                  ",3950,48000,43000,4500,57000,49000,
5,1,"SCR","R",4.07,"BUENA VISTA DRIVE   (SPRING VALLEY ROAD)                                                                      ",4500,57000,49000,4400,56000,48500,
5,1,"SCR","R",6.69,"MAR MONTE AVENUE   (LA SELVA BEACH ROAD)                                                                      ",4400,56000,48500,4450,56000,49000,
5,1,"SCR","R",7.66,"LARKIN VALLEY ROAD                                                                                            ",4450,56000,49000,4950,62000,55000,
5,1,"SCR","R",8.26,"MILEPOST EQUATION    =8.06                                                                                    ",,,,,,,
5,1,"SCR"," ",8.36,"FREEDOM BOULEVARD   INTERCHANGE                                                                               ",4950,62000,55000,5900,73000,66000,
5,1,"SCR"," ",9.15,"RIO DEL MAR BOULEVARD   INTERCHANGE                                                                           ",5900,73000,66000,6200,72000,69000,
5,1,"SCR"," ",10.54,"STATE PARK DRIVE INTERCHANGE                                                                                  ",6200,72000,69000,6700,78000,74000,
5,1,"SCR"," ",12.09,"PARK AVENUE INTERCHANGE                                                                                       ",6700,78000,74000,7400,83000,79000,
5,1,"SCR"," ",13.2,"CAPITOLA,   BAY AVENUE INTERCHANGE                                                                            ",7400,83000,79000,7800,96000,92000,
5,1,"SCR"," ",13.62,"CAPITOLA,   41ST AVENUE INTERCHANGE                                                                           ",7800,96000,92000,7600,93000,90000,
5,1,"SCR"," ",14.86,"SOQUEL AVENUE INTERCHANGE                                                                                     ",7600,93000,90000,8000,102000,98000,
5,1,"SCR"," ",15.82,"SANTA CRUZ, MORRISSEY   BOULEVARD INTERCHANGE                                                                 ",8000,102000,98000,8200,99000,95000,
5,1,"SCR"," ",16.63,"SANTA CRUZ,   EMELINE STREET CONNECTION                                                                       ",8200,99000,95000,8000,98000,93000,
5,1,"SCR"," ",16.82,"SANTA CRUZ,   JCT. RTE. 17 NORTH                                                                              ",8000,98000,93000,4800,62000,58000,
5,1,"SCR"," ",17.5,"END FREEWAY                                                                                                   ",,,,,,,
5,1,"SCR"," ",17.56,"SANTA CRUZ,   JCT. RTE. 9 NORTH                                                                               ",4800,62000,58000,3500,44500,42000,
5,1,"SCR"," ",18.24,"SANTA CRUZ, MISSION STREET                                                                                    ",3500,44500,42000,3950,51000,48000,
5,1,"SCR"," ",19,"SANTA CRUZ, BAY STREET                                                                                        ",2650,34000,32000,2050,27000,25000,
5,1,"SCR"," ",19.69,"SANTA CRUZ, SWIFT STREET                                                                                      ",1650,23300,19900,2150,18700,15300,
5,1,"SCR"," ",20.61,"SANTA CRUZ, NORTH CITY LIMITS                                                                                 ",1650,15000,12000,1650,15300,12000,
5,1,"SCR"," ",27.62,"BONNY DOON ROAD                                                                                               ",1750,12600,9700,1850,11800,8900,
5,1,"SCR"," ",30.44,"DAVENPORT, NORTH   (SWANTON ROAD)                                                                             ",1600,9800,7300,1500,9500,6900,
5,1,"SCR"," ",37.45,"SANTA CRUZ-SAN MATEO   COUNTY LINE                                                                            ",940,6700,5200,"      ","       ","       ",
4,1," SM"," ",0,"SANTA CRUZ-SAN MATEO   COUNTY LINE                                                                            ","      ","       ","       ",770,8800,5200,
4,1," SM"," ",13.58,"PEBBLE BEACH ROAD   (TO PESCADERO)                                                                            ",640,9900,6400,610,10200,6800,
