"Date","Time","Station Type","Maintenance Indicator","Sky Conditions","Visibility","Weather Type","Dry Bulb Temp (F)","Dew Point Temp. (F)","Wet Bulb Temp (F)","% Rel Humidity","Wind Speed (KT)","Wind Dir.","Wind Char. Gusts (KT)","Val. For Wind Char.","Station Pressure","Pressure Tendency","Sea Level Pressure","Report Type","Precipitation total"
"1","1756","AO21","-","CLR","2SM","BR","45","42.1000390625","43.7000390625","90","3","330","-","0","30.18001953125","-","229","AA","-"
"1","1817","AO21","-","CLR","1 3/4SM","BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"1","1856","AO21","-","CLR","1 1/2SM","BR","39.90001953125","39","39.60001953125","97","0","0","-","0","30.19001953125","1","231","AA","-"
"1","1956","AO21","-","CLR","1 1/4SM","BR","39","37.90001953125","38.5","96","3","210","-","0","30.19001953125","-","233","AA","-"
"1","2005","AO22","-","FEW001","1/4SM","FG","-","-","-","-","5","210","-","0","-","-","-","SP","-"
"1","2014","AO22","-","VV012","1/2SM","FG","-","-","-","-","5","210","-","0","-","-","-","SP","-"
"1","2022","AO22","-","VV011","1SM","BR","-","-","-","-","5","220","-","0","-","-","-","SP","-"
"1","2030","AO22","-","VV010","1/2SM","FG","-","-","-","-","5","220","-","0","-","-","-","SP","-"
"1","2044","AO22","-","VV010","1SM","BR","-","-","-","-","4","220","-","0","-","-","-","SP","-"
"1","2056","AO22","-","VV009","1/4SM","FG","37","36","36.5","96","0","0","-","0","30.19001953125","-","234","AA","-"
"1","2103","AO22","-","VV010","1/2SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"1","2110","AO22","-","VV010","1/4SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"1","2124","AO22","-","VV010","1/2SM","FG","-","-","-","-","3","100","-","0","-","-","-","SP","-"
"1","2129","AO22","-","FEW001 SCT010","1/4SM","FG","-","-","-","-","3","110","-","0","-","-","-","SP","-"
"1","2139","AO22","-","BKN001 BKN010","M1/4SM","FG","-","-","-","-","3","100","-","0","-","-","-","SP","-"
"1","2156","AO22","-","VV001","M1/4SM","FG","33.10001953125","33.10001953125","33.10001953125","100","3","100","-","0","30.20001953125","3","237","AA","-"
"1","2220","AO22","-","OVC002","M1/4SM","FG","-","-","-","-","4","90","-","0","-","-","-","SP","-"
"1","2256","AO22","-","VV001","M1/4SM","FG","32","32","32","100","5","90","-","0","30.21001953125","-","241","AA","-"
"1","2356","AO22","-","VV001","M1/4SM","FG","34","34","34","100","4","130","-","0","30.21001953125","-","241","AA","-"
"2","56","AO20","-","VV001","M1/4SM","FG","34","34","34","100","4","110","-","0","30.22001953125","1","242","AA","-"
"2","156","AO20","-","VV001","M1/4SM","FG","34","34","34","100","6","100","-","0","30.23001953125","-","245","AA","-"
"2","256","AO20","-","VV001","M1/4SM","FG","34","34","34","100","4","60","-","0","30.25","-","254","AA","-"
"2","356","AO20","-","VV001","M1/4SM","FG","34","34","34","100","0","0","-","0","30.27001953125","3","259","AA","-"
"2","456","AO20","-","VV001","M1/4SM","FG","33.10001953125","33.10001953125","33.10001953125","100","0","0","-","0","30.27001953125","-","261","AA","-"
"2","556","AO20","-","VV001","M1/4SM","FG","32","32","32","100","0","0","-","0","30.28001953125","-","263","AA","-"
"2","656","AO20","-","VV001","M1/4SM","FG","32","32","32","100","0","0","-","0","30.29001953125","3","268","AA","-"
"2","756","AO20","-","VV001","M1/4SM","FG","33.10001953125","32","32.70001953125","96","0","0","-","0","30.30001953125","-","270","AA","-"
"2","856","AO20","-","VV001","M1/4SM","FG","33.10001953125","32","32.70001953125","96","0","0","-","0","30.31001953125","-","272","AA","-"
"2","956","AO20","-","VV001","M1/4SM","FG","37","35.10001953125","36.10001953125","93","5","120","-","0","30.32001953125","3","275","AA","-"
"2","1023","AO21","-","BKN001","1/2SM","FG","-","-","-","-","6","110","-","0","-","-","-","SP","-"
"2","1034","AO21","-","VV001","1SM","BR","-","-","-","-","5","VRB","-","0","-","-","-","SP","-"
"2","1041","AO21","-","FEW002","1 1/4SM","BR","-","-","-","-","5","90","-","0","-","-","-","SP","-"
"2","1056","AO21","-","CLR","1 3/4SM","BR","44.1000390625","41","42.6000390625","89","4","110","-","0","30.33001953125","-","280","AA","-"
"2","1123","AO21","-","CLR","2 1/2SM","BR","-","-","-","-","5","80","-","0","-","-","-","SP","-"
"2","1156","AO21","-","CLR","2 1/2SM","BR","48.9000390625","45","46.9000390625","86","5","100","-","0","30.31001953125","-","274","AA","-"
"2","1256","AO21","-","CLR","2 1/2SM","HZ","53.1000390625","44.1000390625","48.6000390625","72","4","140","-","0","30.30001953125","8","269","AA","-"
"2","1326","AO21","-","CLR","3SM","HZ","-","-","-","-","5","VRB","-","0","-","-","-","SP","-"
"2","1356","AO21","-","CLR","3SM","HZ","55.9000390625","43","49.5","62","5","160","-","0","30.29001953125","-","265","AA","-"
"2","1456","AO21","-","CLR","4SM","HZ","57","42.1000390625","49.6000390625","58","4","VRB","-","0","30.28001953125","-","264","AA","-"
"2","1556","AO21","-","CLR","3SM","HZ","57","42.1000390625","49.6000390625","58","3","200","-","0","30.28001953125","6","264","AA","-"
"2","1656","AO21","-","CLR","4SM","HZ","52","41","46.8000390625","66","0","0","-","0","30.29001953125","-","267","AA","-"
"2","1756","AO21","-","CLR","4SM","HZ","50","41","45.7000390625","71","0","0","-","0","30.30001953125","-","271","AA","-"
"2","1856","AO21","-","CLR","4SM","HZ","45","39.90001953125","42.6000390625","83","4","60","-","0","30.31001953125","1","274","AA","-"
"2","1956","AO21","-","CLR","3SM","BR","44.1000390625","39.90001953125","42.3000390625","85","0","0","-","0","30.32001953125","-","275","AA","-"
"2","2056","AO22","-","CLR","1 3/4SM","BR","37.90001953125","37","37.60001953125","97","3","220","-","0","30.32001953125","-","277","AA","-"
"2","2107","AO22","-","CLR","2 1/2SM","BR","-","-","-","-","4","240","-","0","-","-","-","SP","-"
"2","2156","AO22","-","CLR","2SM","BR","37.90001953125","37","37.60001953125","97","3","290","-","0","30.33001953125","2","279","AA","-"
"2","2214","AO22","-","CLR","1 3/4SM","BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"2","2256","AO22","-","CLR","1 1/4SM","BR","37","36","36.5","96","0","0","-","0","30.34001953125","-","285","AA","-"
"2","2314","AO22","-","VV012","1/2SM","FG","-","-","-","-","3","70","-","0","-","-","-","SP","-"
"2","2322","AO22","-","VV012","1/4SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"2","2333","AO22","-","VV012","1SM","BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"2","2340","AO22","-","VV012","1/4SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"2","2347","AO22","-","SCT001 SCT006 BKN012","1/4SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"2","2356","AO22","-","BKN001 BKN005 BKN012","M1/4SM","FG","32","32","32","100","0","0","-","0","30.36001953125","-","289","AA","-"
"3","56","AO20","-","VV001","M1/4SM","FZFG","30.90001953125","30.90001953125","30.90001953125","100","0","0","-","0","30.36001953125","1","289","AA","-"
"3","156","AO20","-","BKN001 OVC013","1/4SM","FZFG","30.90001953125","30.90001953125","30.90001953125","100","4","220","-","0","30.37001953125","-","293","AA","-"
"3","230","AO20","-","SCT001 BKN013","1/2SM","FZFG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"3","249","AO20","-","SCT001 BKN013","1/4SM","FZFG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"3","256","AO20","-","SCT001 BKN013","1/2SM","FZFG","28.90001953125","28","28.60001953125","96","0","0","-","0","30.37001953125","-","292","AA","-"
"3","258","AO20","-","BKN001 BKN013","1SM","BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"3","304","AO20","-","BKN001 OVC013","1/4SM","FZFG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"3","356","AO20","-","BKN001 OVC005","1/4SM","FZFG","30","30","30","100","0","0","-","0","30.36001953125","0","291","AA","-"
"3","456","AO20","-","VV001","M1/4SM","FG","32","30.90001953125","31.60001953125","96","0","0","-","0","30.36001953125","-","292","AA","-"
"3","556","AO20","-","VV001","M1/4SM","FG","33.10001953125","32","32.70001953125","96","0","0","-","0","30.38001953125","-","298","AA","-"
"3","629","AO20","-","VV002","M1/4SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"3","656","AO20","-","VV001","1/4SM","FG","33.10001953125","30.90001953125","32.20001953125","92","0","0","-","0","30.39001953125","3","301","AA","-"
"3","756","AO20","-","VV001","M1/4SM","FG","33.10001953125","30.90001953125","32.20001953125","92","0","0","-","0","30.40001953125","-","303","AA","-"
"3","856","AO20","-","VV001","M1/4SM","FG","34","32","33.30001953125","92","0","0","-","0","30.41001953125","-","306","AA","-"
"3","956","AO20","-","VV001","M1/4SM","FG","36","35.10001953125","35.60001953125","97","0","0","-","0","30.42001953125","3","311","AA","-"
"3","1056","AO21","-","VV001","M1/4SM","FG","42.1000390625","37.90001953125","40.30001953125","85","0","0","-","0","30.41001953125","-","307","AA","-"
"3","1130","AO21","-","VV001","3/4SM","BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"3","1136","AO21","-","SCT001","1 1/4SM","BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"3","1156","AO21","-","CLR","2SM","HZ","48.9000390625","44.1000390625","46.6000390625","83","0","0","-","0","30.38001953125","-","297","AA","-"
"3","1256","AO21","-","CLR","2 1/2SM","HZ","50","45","47.5","83","4","250","-","0","30.35001953125","8","287","AA","-"
"3","1340","AO21","-","CLR","3SM","HZ","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"3","1356","AO21","-","CLR","3SM","HZ","55.9000390625","43","49.5","62","3","VRB","-","0","30.32001953125","-","278","AA","-"
"3","1456","AO21","-","CLR","6SM","HZ","57.9000390625","41","49.6000390625","54","5","300","-","0","30.31001953125","-","275","AA","-"
"3","1556","AO21","-","CLR","6SM","HZ","57.9000390625","43","50.5","58","4","290","-","0","30.30001953125","6","271","AA","-"
"3","1656","AO21","-","CLR","7SM","-","54","41","47.7000390625","62","4","250","-","0","30.29001953125","-","268","AA","-"
"3","1756","AO21","-","CLR","7SM","-","50","39.90001953125","45.3000390625","68","3","20","-","0","30.31001953125","-","272","AA","-"
"3","1856","AO21","-","CLR","6SM","HZ","45","39","42.3000390625","80","3","100","-","0","30.31001953125","3","274","AA","-"
"3","1956","AO21","-","CLR","4SM","BR","42.1000390625","39","40.60001953125","89","5","100","-","0","30.32001953125","-","275","AA","-"
"3","2056","AO22","-","CLR","2 1/2SM","BR","39","37","38.10001953125","93","7","130","-","0","30.30001953125","-","270","AA","-"
"3","2156","AO22","-","CLR","2 1/2SM","BR","37","36","36.5","96","3","120","-","0","30.28001953125","8","265","AA","-"
"3","2233","AO22","-","CLR","1 3/4SM","BR","-","-","-","-","5","120","-","0","-","-","-","SP","-"
"3","2256","AO22","-","CLR","1 3/4SM","BR","37","35.10001953125","36.10001953125","93","0","0","-","0","30.28001953125","-","264","AA","-"
"3","2342","AO22","-","CLR","2SM","BR","-","-","-","-","5","20","-","0","-","-","-","SP","-"
"3","2356","AO22","-","CLR","2SM","BR","33.10001953125","32","32.70001953125","96","4","50","-","0","30.28001953125","-","264","AA","-"
"4","17","AO20","-","CLR","1 1/2SM","BR","-","-","-","-","5","40","-","0","-","-","-","SP","-"
"4","56","AO20","-","CLR","1 1/2SM","BR","34","33.10001953125","33.60001953125","97","5","70","-","0","30.27001953125","8","259","AA","-"
"4","156","AO20","-","CLR","1 3/4SM","BR","34","34","34","100","4","90","-","0","30.27001953125","-","260","AA","-"
"4","256","AO20","-","CLR","1 1/4SM","BR","33.10001953125","32","32.70001953125","96","0","0","-","0","30.27001953125","-","259","AA","-"
"4","336","AO20","-","CLR","3/4SM","BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"4","347","AO20","-","CLR","1 1/4SM","BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"4","356","AO20","-","CLR","1/2SM","FZFG","30.90001953125","30","30.60001953125","96","0","0","-","0","30.26001953125","8","256","AA","-"
"4","405","AO20","-","CLR","2SM","BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"4","408","AO20","-","VV012","1SM","BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"4","414","AO20","-","VV012","1/4SM","FZFG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"4","423","AO20","-","FEW001 BKN012","1/4SM","FZFG","-","-","-","-","3","170","-","0","-","-","-","SP","-"
"4","441","AO20","-","BKN001 OVC012","M1/4SM","FZFG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"4","456","AO20","-","VV001","1/4SM","FZFG","28","27","27.70001953125","96","3","300","-","0","30.26001953125","-","255","AA","-"
"4","529","AO20","-","FEW001 BKN005","M1/4SM","FZFG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"4","556","AO20","-","BKN001 OVC005","M1/4SM","FZFG","30.90001953125","30","30.60001953125","96","0","0","-","0","30.26001953125","-","256","AA","-"
"4","643","AO20","-","OVC002","M1/4SM","FG","-","-","-","-","3","100","-","0","-","-","-","SP","-"
"4","656","AO20","-","VV002","M1/4SM","FG","33.10001953125","30.90001953125","32.20001953125","92","4","110","-","0","30.26001953125","3","258","AA","-"
"4","714","AO20","-","VV001","M1/4SM","FG","-","-","-","-","4","110","-","0","-","-","-","SP","-"
"4","756","AO20","-","VV001","M1/4SM","FG","34","32","33.30001953125","92","4","100","-","0","30.27001953125","-","260","AA","-"
"4","856","AO20","-","VV001","M1/4SM","FG","34","33.10001953125","33.60001953125","97","0","0","-","0","30.28001953125","-","265","AA","-"
"4","956","AO20","-","VV001","M1/4SM","FG","36","36","36","100","0","0","-","0","30.29001953125","1","267","AA","-"
"4","1056","AO21","-","VV001","3/4SM","BR","39.90001953125","39.90001953125","39.90001953125","100","0","0","-","0","30.27001953125","-","259","AA","-"
"4","1104","AO21","-","SCT001","1 1/4SM","BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"4","1118","AO21","-","FEW001","2SM","BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"4","1137","AO21","-","CLR","3SM","HZ","-","-","-","-","4","240","-","0","-","-","-","SP","-"
"4","1156","AO21","-","CLR","3SM","HZ","46.9000390625","42.1000390625","44.6000390625","83","3","220","-","0","30.24001953125","-","248","AA","-"
"4","1256","AO21","-","CLR","3SM","HZ","54","43","48.6000390625","67","3","VRB","-","0","30.19001953125","8","232","AA","-"
"4","1356","AO21","-","CLR","4SM","HZ","57.9000390625","41","49.6000390625","54","5","290","-","0","30.16001953125","-","224","AA","-"
"4","1456","AO21","-","CLR","4SM","HZ","59","43","50.9000390625","56","3","280","-","0","30.15001953125","-","219","AA","-"
"4","1556","AO21","-","CLR","4SM","HZ","57.9000390625","43","50.5","58","0","0","-","0","30.14001953125","6","216","AA","-"
"4","1656","AO21","-","CLR","4SM","HZ","54","43","48.6000390625","67","3","270","-","0","30.14001953125","-","217","AA","-"
"4","1756","AO21","-","CLR","5SM","HZ","50","42.1000390625","46.2000390625","74","3","290","-","0","30.15001953125","-","219","AA","-"
"4","1856","AO21","-","CLR","4SM","HZ","46.9000390625","41","44.2000390625","80","3","180","-","0","30.16001953125","3","222","AA","-"
"4","1956","AO21","-","CLR","4SM","BR","44.1000390625","39.90001953125","42.3000390625","85","3","120","-","0","30.17001953125","-","227","AA","-"
"4","2056","AO22","-","CLR","3SM","BR","39.90001953125","37.90001953125","39","93","4","170","-","0","30.18001953125","-","230","AA","-"
"4","2156","AO22","-","CLR","2 1/2SM","BR","39.90001953125","37","38.70001953125","89","3","80","-","0","30.19001953125","1","233","AA","-"
"4","2256","AO22","-","CLR","2SM","BR","37","36","36.5","96","4","90","-","0","30.18001953125","-","230","AA","-"
"4","2341","AO22","-","CLR","1 3/4SM","BR","-","-","-","-","3","110","-","0","-","-","-","SP","-"
"4","2356","AO22","-","CLR","1 3/4SM","BR","34","33.10001953125","33.60001953125","97","4","100","-","0","30.17001953125","-","224","AA","-"
"5","56","AO20","-","CLR","3/4SM","BR","33.10001953125","33.10001953125","33.10001953125","100","0","0","-","0","30.14001953125","8","217","AA","-"
"5","118","AO20","-","VV001","1/4SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"5","156","AO20","-","VV001","M1/4SM","FZFG","30","30","30","100","0","0","-","0","30.15001953125","-","220","AA","-"
"5","256","AO20","-","VV001","M1/4SM","FZFG","30","30","30","100","3","80","-","0","30.16001953125","-","224","AA","-"
"5","356","AO20","-","BKN001 OVC005","M1/4SM","FZFG","28.90001953125","28.90001953125","28.90001953125","100","4","140","-","0","30.14001953125","0","217","AA","-"
"5","407","AO20","-","VV002","M1/4SM","FZFG","-","-","-","-","3","170","-","0","-","-","-","SP","-"
"5","428","AO20","-","BKN001 BKN005","1/4SM","FZFG","-","-","-","-","4","160","-","0","-","-","-","SP","-"
"5","435","AO20","-","OVC001","1SM","BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"5","444","AO20","-","OVC001","2 1/2SM","BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"5","456","AO20","-","OVC001","1 1/4SM","BR","28.90001953125","28","28.60001953125","96","0","0","-","0","30.13001953125","-","213","AA","-"
"5","502","AO20","-","OVC001","1/4SM","FZFG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"5","556","AO20","-","VV001","M1/4SM","FZFG","30.90001953125","30","30.60001953125","96","0","0","-","0","30.14001953125","-","216","AA","-"
"5","656","AO20","-","VV001","M1/4SM","FG","32","30","31.30001953125","92","0","0","-","0","30.16001953125","3","223","AA","-"
"5","756","AO20","-","VV001","M1/4SM","FG","33.10001953125","30","32","89","4","140","-","0","30.14001953125","-","216","AA","-"
"5","856","AO20","-","VV002","1/2SM","FG","33.10001953125","32","32.70001953125","96","4","40","-","0","30.15001953125","-","220","AA","-"
"5","913","AO20","-","VV002","1/4SM","FG","-","-","-","-","4","50","-","0","-","-","-","SP","-"
"5","934","AO20","-","VV001","1/4SM","FG","-","-","-","-","3","30","-","0","-","-","-","SP","-"
"5","956","AO20","-","VV001","1SM","BR","39","37","38.10001953125","93","4","40","-","0","30.17001953125","3","225","AA","-"
"5","1005","AO21","-","FEW001","1 1/2SM","BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"5","1016","AO21","-","CLR","2 1/2SM","BR","-","-","-","-","3","40","-","0","-","-","-","SP","-"
"5","1032","AO21","-","CLR","3SM","BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"5","1056","AO21","-","CLR","3SM","BR","46","42.1000390625","44.2000390625","86","6","360","-","0","30.16001953125","-","223","AA","-"
"5","1156","AO21","-","CLR","2 1/2SM","HZ","50","42.1000390625","46.2000390625","74","6","340","-","0","30.13001953125","-","212","AA","-"
"5","1204","AO21","-","CLR","3SM","HZ","-","-","-","-","4","310","-","0","-","-","-","SP","-"
"5","1256","AO21","-","CLR","4SM","HZ","55","42.1000390625","48.7000390625","62","3","VRB","-","0","30.09001953125","8","200","AA","-"
"5","1356","AO21","-","CLR","4SM","HZ","57","42.1000390625","49.6000390625","58","4","300","-","0","30.06001953125","-","190","AA","-"
"5","1456","AO21","-","CLR","5SM","HZ","59","41","50.2000390625","51","4","300","-","0","30.05001953125","-","-","AA","-"
"5","1556","AO21","-","CLR","5SM","HZ","59","41","50.2000390625","51","0","0","-","0","30.04001953125","6","181","AA","-"
"5","1656","AO21","-","CLR","5SM","HZ","55.9000390625","41","48.7000390625","57","0","0","-","0","30.02001953125","-","176","AA","-"
"5","1756","AO21","-","CLR","6SM","HZ","48.9000390625","39","44.4000390625","69","4","110","-","0","30.02001953125","-","176","AA","-"
"5","1856","AO21","-","CLR","5SM","HZ","45","39","42.3000390625","80","6","140","-","0","30.03001953125","5","178","AA","-"
"5","1956","AO21","-","CLR","4SM","HZ","43","37.90001953125","40.80001953125","82","5","130","-","0","30.03001953125","-","179","AA","-"
"5","2056","AO22","-","CLR","4SM","BR","41","37","39.20001953125","86","3","90","-","0","30.03001953125","-","179","AA","-"
"5","2156","AO22","-","CLR","4SM","BR","37.90001953125","36","37","93","5","110","-","0","30.03001953125","1","180","AA","-"
"5","2256","AO22","-","CLR","4SM","BR","37","36","36.5","96","7","120","-","0","30.03001953125","-","179","AA","-"
"5","2356","AO22","-","CLR","3SM","BR","37.90001953125","35.10001953125","36.70001953125","89","6","110","-","0","30.02001953125","-","176","AA","-"
"6","28","AO20","-","CLR","2 1/2SM","BR","-","-","-","-","9","120","-","0","-","-","-","SP","-"
"6","56","AO20","-","CLR","3SM","BR","37.90001953125","36","37","93","7","120","-","0","30.01001953125","8","173","AA","-"
"6","115","AO20","-","CLR","2 1/2SM","BR","-","-","-","-","7","120","-","0","-","-","-","SP","-"
"6","156","AO20","-","CLR","2 1/2SM","BR","39","36","37.80001953125","89","8","100","-","0","30.01001953125","-","173","AA","-"
"6","256","AO20","-","CLR","2SM","BR","37","35.10001953125","36.10001953125","93","5","100","-","0","30.02001953125","-","174","AA","-"
"6","356","AO20","-","CLR","2SM","BR","37","35.10001953125","36.10001953125","93","8","110","-","0","30","8","170","AA","-"
"6","432","AO20","-","CLR","1 3/4SM","BR","-","-","-","-","4","280","-","0","-","-","-","SP","-"
"6","456","AO20","-","CLR","1 3/4SM","BR","35.10001953125","34","34.70001953125","96","0","0","-","0","30.02001953125","-","174","AA","-"
"6","556","AO20","-","CLR","1 1/2SM","BR","35.10001953125","34","34.70001953125","96","3","100","-","0","30.02001953125","-","175","AA","-"
"6","640","AO20","-","CLR","3/4SM","BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"6","656","AO20","-","CLR","3/4SM","BR","30.90001953125","30","30.60001953125","96","0","0","-","0","30.04001953125","3","182","AA","-"
"6","713","AO20","-","FEW001 SCT016","1/2SM","FZFG","-","-","-","-","3","230","-","0","-","-","-","SP","-"
"6","720","AO20","-","SCT001 SCT016","1/4SM","FZFG","-","-","-","-","3","230","-","0","-","-","-","SP","-"
"6","728","AO20","-","VV001","1/4SM","FZFG","-","-","-","-","4","260","-","0","-","-","-","SP","-"
"6","739","AO20","-","VV001","1/2SM","FZFG","-","-","-","-","4","250","-","0","-","-","-","SP","-"
"6","746","AO20","-","VV001","1/4SM","FZFG","-","-","-","-","4","240","-","0","-","-","-","SP","-"
"6","756","AO20","-","VV001","M1/4SM","FZFG","28.90001953125","28","28.60001953125","96","4","240","-","0","30.04001953125","-","183","AA","-"
"6","833","AO20","-","VV001","1/2SM","FZFG","-","-","-","-","3","260","-","0","-","-","-","SP","-"
"6","856","AO20","-","VV001","3/4SM","BR","32","32","32","100","0","0","-","0","30.06001953125","-","189","AA","-"
"6","903","AO20","-","FEW001","1 1/4SM","BR","-","-","-","-","3","VRB","-","0","-","-","-","SP","-"
"6","956","AO20","-","CLR","1SM","BR","36","34","35.20001953125","93","0","0","-","0","30.08001953125","3","196","AA","-"
"6","1003","AO21","-","CLR","2SM","BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"6","1056","AO21","-","CLR","2 1/2SM","BR","43","39","41.2000390625","86","0","0","-","0","30.08001953125","-","197","AA","-"
"6","1156","AO21","-","CLR","2 1/2SM","HZ","48.9000390625","41","45.1000390625","74","4","250","-","0","30.05001953125","-","186","AA","-"
"6","1256","AO21","-","CLR","2 1/2SM","HZ","52","41","46.8000390625","66","0","0","-","0","30.02001953125","8","177","AA","-"
"6","1323","AO21","-","CLR","3SM","HZ","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"6","1356","AO21","-","CLR","3SM","HZ","55.9000390625","42.1000390625","49.1000390625","60","3","260","-","0","30.01001953125","-","171","AA","-"
"6","1456","AO21","-","CLR","3SM","HZ","57","41","49.1000390625","55","0","0","-","0","30","-","167","AA","-"
"6","1556","AO21","-","CLR","3SM","HZ","57","42.1000390625","49.6000390625","58","0","0","-","0","29.99001953125","6","166","AA","-"
"6","1656","AO21","-","CLR","3SM","HZ","53.1000390625","42.1000390625","47.7000390625","66","3","250","-","0","29.99001953125","-","164","AA","-"
"6","1756","AO21","-","CLR","3SM","HZ","48","42.1000390625","45.1000390625","80","0","0","-","0","29.98001953125","-","163","AA","-"
"6","1856","AO21","-","CLR","3SM","HZ","44.1000390625","39","41.7000390625","83","4","250","-","0","29.99001953125","5","164","AA","-"
"6","1916","AO21","-","CLR","2 1/2SM","BR","-","-","-","-","5","250","-","0","-","-","-","SP","-"
