"Date","Time","Station Type","Maintenance Indicator","Sky Conditions","Visibility","Weather Type","Dry Bulb Temp (F)","Dew Point Temp. (F)","Wet Bulb Temp (F)","% Rel Humidity","Wind Speed (KT)","Wind Dir.","Wind Char. Gusts (KT)","Val. For Wind Char.","Station Pressure","Pressure Tendency","Sea Level Pressure","Report Type","Precipitation total"
"1","2156","AO22","-","BKN006 OVC029","10SM","-","64","62.1000390625","62.8000390625","93","11","160","-","0","29.90001953125","0","131","AA","-"
"1","2256","AO22","-","BKN008 OVC065","10SM","-","64","62.1000390625","62.8000390625","93","11","170","-","0","29.90001953125","-","131","AA","T"
"1","2326","AO22","-","FEW008 BKN070 OVC100","10SM","-RA","-","-","-","-","12","150","-","0","-","-","-","SP","-"
"1","2356","AO22","-","SCT065 OVC080","10SM","-RA","64","62.1000390625","62.8000390625","93","13","150","-","0","29.88001953125","-","125","AA","T"
"2","156","AO20","-","OVC095","10SM","-","64","61","62.2000390625","90","11","150","-","0","29.84001953125","-","112","AA","-"
"2","256","AO20","-","OVC048","8SM","-RA","63","62.1000390625","62.4000390625","97","12","150","-","0","29.86001953125","-","116","AA","-"
"2","356","AO20","-","SCT048 OVC060","8SM","-RA","62.1000390625","61","61.3000390625","96","10","130","-","0","29.83001953125","8","108","AA","-"
"2","456","AO20","-","BKN050 OVC060","8SM","-","62.1000390625","61","61.3000390625","96","5","140","-","0","29.83001953125","-","108","AA","-"
"2","503","AO20","-","OVC004","8SM","-","-","-","-","-","5","140","-","0","-","-","-","SP","-"
"2","556","AO20","-","OVC004","6SM","-RA BR","62.1000390625","61","61.3000390625","96","9","300","-","0","29.85001953125","-","114","AA","-"
"2","606","AO20","-","BKN004 BKN013 OVC019","1 3/4SM","+RA BR","-","-","-","-","17","290","G","21","-","-","-","SP","-"
"2","656","AO20","-","BKN022","5SM","-RA BR","59","57","57.9000390625","93","12","310","-","0","29.88001953125","3","125","AA","-"
"2","756","AO20","-","FEW010 OVC028","8SM","-RA","57.9000390625","55","56.3000390625","90","11","310","-","0","29.90001953125","-","132","AA","-"
"2","856","AO20","-","FEW010 OVC028","3SM","-RA BR","57","54","55.4000390625","90","4","330","-","0","29.90001953125","-","132","AA","0.0400000381469727"
"2","903","AO20","-","SCT031 OVC042","7SM","-RA","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"2","956","AO21","-","OVC036","5SM","-RA BR","57","55.9000390625","56.5","96","0","0","-","0","29.94001953125","3","145","AA","T"
"2","1006","AO21","-","BKN027 OVC039","2SM","RA BR","-","-","-","-","3","60","-","0","-","-","-","SP","-"
"2","1035","AO21","-","SCT005 BKN021 OVC039","2SM","-RA BR","-","-","-","-","3","30","-","0","-","-","-","SP","-"
"2","1056","AO21","-","BKN027 OVC042","2SM","-RA BR","57.9000390625","55.9000390625","56.8000390625","93","6","50","-","0","29.93001953125","-","142","AA","0.0400000381469727"
"2","1132","AO21","-","FEW005 OVC040","5SM","BR","-","-","-","-","3","120","-","0","-","-","-","SP","-"
"2","1156","AO21","-","FEW005 OVC040","5SM","BR","57.9000390625","57","57.4000390625","97","4","160","-","0","29.90001953125","-","131","AA","0.0200000190734863"
"2","1256","AO21","-","FEW005 SCT032 BKN050","10SM","-RA","59","57","57.9000390625","93","5","100","-","0","29.86001953125","8","117","AA","0.0200000190734863"
"2","1356","AO21","-","FEW005 SCT055 BKN090","10SM","-","59","57","57.9000390625","93","7","110","-","0","29.85001953125","-","113","AA","T"
"2","1425","AO21","-","BKN007 BKN055 BKN085","10SM","-RA","-","-","-","-","7","130","-","0","-","-","-","SP","-"
"2","1456","AO21","-","BKN007 BKN043 BKN085","10SM","-RA","59","55.9000390625","57.2000390625","90","0","0","-","0","29.86001953125","-","118","AA","T"
"2","1503","AO21","-","FEW007 BKN035 OVC045","10SM","-RA","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"2","1556","AO21","-","BKN038 BKN050 OVC060","5SM","RA BR","57.9000390625","57","57.4000390625","97","3","140","-","0","29.86001953125","3","117","AA","0.0100000095367432"
"2","1656","AO21","-","FEW019 BKN100","10SM","-","57","55.9000390625","56.5","96","0","0","-","0","29.85001953125","-","113","AA","0.0400000381469727"
"2","1756","AO21","-","FEW017 BKN100","10SM","-","57.9000390625","57","57.4000390625","97","3","170","-","0","29.86001953125","-","118","AA","T"
"2","1803","AO21","-","OVC020","10SM","-","-","-","-","-","4","160","-","0","-","-","-","SP","-"
"2","1856","AO21","-","BKN018 OVC042","10SM","-","57.9000390625","55.9000390625","56.8000390625","93","0","0","-","0","29.86001953125","6","119","AA","-"
"2","1956","AO22","-","BKN016 BKN022 OVC046","6SM","BR","57","55.9000390625","56.5","96","3","20","-","0","29.86001953125","-","118","AA","-"
"2","2017","AO22","-","FEW002 SCT018 BKN023","7SM","-","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"2","2027","AO22","-","FEW002 SCT019 BKN050","7SM","-","-","-","-","-","3","140","-","0","-","-","-","SP","-"
"2","2056","AO22","-","BKN050","6SM","BR","57","55.9000390625","56.5","96","5","200","-","0","29.89001953125","-","128","AA","-"
"2","2156","AO22","-","SCT046","10SM","-","57","54","55.4000390625","90","7","230","-","0","29.90001953125","1","130","AA","-"
"2","2256","AO22","-","OVC055","10SM","-","55.9000390625","53.1000390625","54.3000390625","90","6","250","-","0","29.91001953125","-","133","AA","-"
"2","2356","AO22","-","BKN070 BKN080 OVC100","10SM","-","57","53.1000390625","54.9000390625","87","9","270","-","0","29.93001953125","-","140","AA","-"
"3","156","AO20","-","CLR","10SM","-","54","51.1000390625","52.5","90","0","0","-","0","29.95001953125","-","149","AA","-"
"3","256","AO20","-","FEW034 BKN050","10SM","-","52","51.1000390625","51.4000390625","97","3","200","-","0","29.98001953125","-","157","AA","-"
"3","356","AO20","-","FEW043","10SM","-","52","50","50.9000390625","93","5","220","-","0","29.99001953125","1","160","AA","-"
"3","456","AO20","-","CLR","10SM","-","51.1000390625","48.9000390625","50","92","8","260","-","0","29.99001953125","-","162","AA","-"
"3","556","AO20","-","CLR","10SM","-","51.1000390625","48.9000390625","50","92","7","280","-","0","30.01001953125","-","168","AA","-"
"3","656","AO20","-","CLR","10SM","-","51.1000390625","48","49.5","89","10","260","-","0","30.03001953125","3","175","AA","-"
"3","756","AO20","-","CLR","10SM","-","52","48","50","86","10","270","-","0","30.05001953125","-","182","AA","-"
"3","856","AO20","-","CLR","10SM","-","54","48.9000390625","51.4000390625","83","11","260","-","0","30.09001953125","-","194","AA","-"
"3","956","AO21","-","CLR","10SM","-","57","48.9000390625","52.7000390625","75","14","270","-","0","30.11001953125","3","201","AA","-"
"3","1056","AO21","-","FEW020 BKN035","10SM","-","57","48","52.3000390625","72","14","270","-","0","30.11001953125","-","202","AA","-"
"3","1156","AO21","-","SCT050","10SM","-","57.9000390625","45","51.3000390625","62","12","300","-","0","30.10001953125","-","199","AA","0.0100000095367432"
"3","1256","AO21","-","FEW034","10SM","-","57.9000390625","45","51.3000390625","62","6","310","-","0","30.08001953125","8","191","AA","-"
"3","1356","AO21","-","FEW036","10SM","-","59","44.1000390625","51.4000390625","58","6","VRB","-","0","30.07001953125","-","188","AA","-"
"3","1456","AO21","-","FEW044","10SM","-","57","44.1000390625","50.5","62","6","320","-","0","30.07001953125","-","188","AA","-"
"3","1556","AO21","-","FEW042","10SM","-","57.9000390625","46","51.8000390625","65","9","290","-","0","30.06001953125","6","184","AA","-"
"3","1656","AO21","-","CLR","10SM","-","55","46.9000390625","50.9000390625","74","8","300","-","0","30.05001953125","-","181","AA","-"
"3","1756","AO21","-","CLR","10SM","-","51.1000390625","46.9000390625","48.9000390625","86","4","300","-","0","30.07001953125","-","188","AA","-"
"3","1856","AO21","-","CLR","10SM","-","48.9000390625","44.1000390625","46.6000390625","83","7","340","-","0","30.07001953125","3","190","AA","-"
"3","1956","AO22","-","CLR","10SM","-","48.9000390625","44.1000390625","46.6000390625","83","9","260","-","0","30.10001953125","-","199","AA","-"
"3","2056","AO22","-","CLR","10SM","-","48","42.1000390625","45.1000390625","80","8","260","-","0","30.11001953125","-","201","AA","-"
"3","2156","AO22","-","CLR","10SM","-","46.9000390625","42.1000390625","44.6000390625","83","6","270","-","0","30.12001953125","1","205","AA","-"
"3","2256","AO22","-","CLR","10SM","-","45","41","43.2000390625","86","6","270","-","0","30.12001953125","-","207","AA","-"
"3","2356","AO22","-","CLR","10SM","-","43","39.90001953125","41.5","89","5","300","-","0","30.12001953125","-","205","AA","-"
"4","156","AO20","-","CLR","10SM","-","43","39.90001953125","41.5","89","0","0","-","0","30.10001953125","-","200","AA","-"
"4","256","AO20","-","CLR","10SM","-","43","41","42.1000390625","93","0","0","-","0","30.12001953125","-","205","AA","-"
"4","356","AO20","-","CLR","10SM","-","43","41","42.1000390625","93","0","0","-","0","30.11001953125","8","201","AA","-"
"4","456","AO20","-","CLR","10SM","-","42.1000390625","39.90001953125","41.2000390625","92","0","0","-","0","30.11001953125","-","204","AA","-"
"4","556","AO20","-","CLR","10SM","-","43","41","42.1000390625","93","3","300","-","0","30.12001953125","-","206","AA","-"
"4","656","AO20","-","CLR","10SM","-","43","41","42.1000390625","93","3","270","-","0","30.13001953125","3","209","AA","-"
"4","756","AO20","-","CLR","9SM","-","43","42.1000390625","42.6000390625","97","0","0","-","0","30.13001953125","-","208","AA","-"
"4","856","AO20","-","OVC150","10SM","-","45","43","44.1000390625","93","0","0","-","0","30.15001953125","-","214","AA","-"
"4","956","AO21","-","OVC150","10SM","-","46.9000390625","44.1000390625","45.5","90","0","0","-","0","30.15001953125","3","217","AA","-"
"4","1056","AO21","-","CLR","10SM","-","48.9000390625","44.1000390625","46.6000390625","83","5","290","-","0","30.16001953125","-","221","AA","-"
"4","1156","AO21","-","CLR","10SM","-","50","41","45.7000390625","71","0","0","-","0","30.12001953125","-","207","AA","-"
"4","1256","AO21","-","OVC150","10SM","-","51.1000390625","39","45.5","64","4","350","-","0","30.11001953125","8","202","AA","-"
"4","1356","AO21","-","OVC150","10SM","-","51.1000390625","39","45.5","64","5","330","-","0","30.09001953125","-","197","AA","-"
"4","1456","AO21","-","OVC150","10SM","-","50","41","45.7000390625","71","3","360","-","0","30.08001953125","-","193","AA","-"
"4","1556","AO21","-","OVC150","10SM","-","48.9000390625","41","45.1000390625","74","0","0","-","0","30.09001953125","5","196","AA","-"
"4","1656","AO21","-","BKN120","10SM","-","48.9000390625","39","44.4000390625","69","0","0","-","0","30.07001953125","-","189","AA","-"
"4","1756","AO21","-","BKN110 OVC150","10SM","-","48.9000390625","42.1000390625","45.7000390625","77","0","0","-","0","30.08001953125","-","192","AA","-"
"4","1856","AO21","-","OVC080","10SM","-","48","41","44.8000390625","77","5","290","-","0","30.09001953125","5","195","AA","-"
"4","1956","AO22","-","OVC090","10SM","-","46.9000390625","42.1000390625","44.6000390625","83","6","350","-","0","30.09001953125","-","196","AA","-"
"4","2056","AO22","-","FEW060 OVC100","10SM","-","46.9000390625","41","44.2000390625","80","0","0","-","0","30.09001953125","-","196","AA","T"
"4","2156","AO22","-","OVC085","10SM","-","46","43","44.6000390625","89","0","0","-","0","30.08001953125","8","192","AA","-"
"4","2256","AO22","-","OVC055","10SM","-RA","46.9000390625","43","45.1000390625","86","0","0","-","0","30.09001953125","-","194","AA","T"
"4","2356","AO22","-","OVC045","10SM","-RA","46","43","44.6000390625","89","6","250","-","0","30.09001953125","-","195","AA","T"
"5","156","AO20","-","OVC047","10SM","-RA","45","43","44.1000390625","93","5","220","-","0","30.09001953125","-","197","AA","0.0100000095367432"
"5","256","AO20","-","OVC070","10SM","-","45","42.1000390625","43.7000390625","90","6","260","-","0","30.10001953125","-","199","AA","T"
"5","356","AO20","-","BKN085 OVC110","10SM","-","45","42.1000390625","43.7000390625","90","4","300","-","0","30.09001953125","7","197","AA","-"
"5","456","AO20","-","CLR","10SM","-","42.1000390625","41","41.5","96","4","330","-","0","30.11001953125","-","201","AA","-"
"5","556","AO20","-","CLR","8SM","-","41","39.90001953125","40.5","96","0","0","-","0","30.11001953125","-","202","AA","-"
"5","645","AO20","-","CLR","1 3/4SM","BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"5","656","AO20","-","CLR","10SM","-","39","39","39","100","0","0","-","0","30.12001953125","1","205","AA","-"
"5","756","AO20","-","CLR","10SM","-","39","37.90001953125","38.5","96","4","300","-","0","30.12001953125","-","206","AA","-"
"5","856","AO20","-","CLR","10SM","-","43","41","42.1000390625","93","5","320","-","0","30.15001953125","-","215","AA","-"
"5","956","AO21","-","FEW005","10SM","-","48","43","45.7000390625","83","9","320","-","0","30.18001953125","3","225","AA","-"
"5","1056","AO21","-","FEW018","10SM","-","48.9000390625","41","45.1000390625","74","8","320","-","0","30.18001953125","-","226","AA","-"
"5","1156","AO21","-","CLR","10SM","-","51.1000390625","41","46.2000390625","69","13","330","-","0","30.16001953125","-","220","AA","-"
"5","1256","AO21","-","CLR","10SM","-","52","36","44.6000390625","55","14","330","-","0","30.15001953125","8","216","AA","-"
"5","1356","AO21","-","CLR","10SM","-","53.1000390625","35.10001953125","45","51","15","340","-","0","30.14001953125","-","211","AA","-"
"5","1456","AO21","-","CLR","10SM","-","54","33.10001953125","44.6000390625","45","19","330","G","24","30.13001953125","-","209","AA","-"
"5","1556","AO21","-","CLR","10SM","-","52","34","43.9000390625","50","18","330","G","26","30.13001953125","5","209","AA","-"
"5","1656","AO21","-","CLR","10SM","-","50","33.10001953125","42.6000390625","52","15","340","G","21","30.14001953125","-","211","AA","-"
"5","1756","AO21","-","FEW090","10SM","-","48","34","41.9000390625","58","9","320","-","0","30.14001953125","-","213","AA","-"
"5","1856","AO21","-","CLR","10SM","-","42.1000390625","35.10001953125","39","76","7","350","-","0","30.16001953125","3","219","AA","-"
"5","1956","AO22","-","CLR","10SM","-","44.1000390625","36","40.5","73","9","350","-","0","30.18001953125","-","225","AA","-"
"5","2056","AO22","-","CLR","10SM","-","45","32","39.60001953125","61","13","350","-","0","30.20001953125","-","232","AA","-"
"5","2156","AO22","-","CLR","10SM","-","46","27","38.30001953125","47","15","350","-","0","30.22001953125","3","240","AA","-"
"5","2256","AO22","-","CLR","10SM","-","46.9000390625","25","38.30001953125","42","16","360","G","22","30.24001953125","-","245","AA","-"
"5","2356","AO22","-","CLR","10SM","-","44.1000390625","27","37.20001953125","51","13","340","-","0","30.25","-","250","AA","-"
"6","156","AO20","-","CLR","10SM","-","44.1000390625","25","36.70001953125","47","13","350","-","0","30.29001953125","-","264","AA","-"
"6","256","AO20","-","CLR","10SM","-","42.1000390625","27","36.10001953125","55","11","340","-","0","30.31001953125","-","270","AA","-"
"6","356","AO20","-","CLR","10SM","-","41","28","36","60","11","340","-","0","30.32001953125","1","274","AA","-"
"6","456","AO20","-","CLR","10SM","-","39.90001953125","28","35.20001953125","63","10","350","-","0","30.33001953125","-","278","AA","-"
"6","556","AO20","-","CLR","10SM","-","37.90001953125","28","34.20001953125","68","9","350","-","0","30.35001953125","-","283","AA","-"
"6","656","AO20","-","CLR","10SM","-","37","28","33.60001953125","70","9","340","-","0","30.36001953125","1","287","AA","-"
"6","756","AO20","-","CLR","10SM","-","39","28","34.70001953125","65","9","330","-","0","30.37001953125","-","289","AA","-"
"6","856","AO20","-","CLR","10SM","-","43","33.10001953125","38.80001953125","68","13","330","-","0","30.37001953125","-","291","AA","-"
"6","956","AO21","-","CLR","10SM","-","46.9000390625","30","39.90001953125","52","16","340","-","0","30.39001953125","3","296","AA","-"
"6","1056","AO21","-","CLR","10SM","-","50","30.90001953125","41.9000390625","48","16","340","G","22","30.37001953125","-","289","AA","-"
"6","1156","AO21","-","CLR","10SM","-","52","30.90001953125","42.8000390625","45","16","340","-","0","30.34001953125","-","279","AA","-"
"6","1256","AO21","-","CLR","10SM","-","54","32","44.2000390625","43","14","330","-","0","30.31001953125","8","271","AA","-"
"6","1356","AO21","-","CLR","10SM","-","54","34","45","47","13","320","-","0","30.30001953125","-","266","AA","-"
"6","1456","AO21","-","CLR","10SM","-","54","35.10001953125","45.3000390625","49","13","320","-","0","30.29001953125","-","262","AA","-"
"6","1556","AO21","-","CLR","10SM","-","54","34","45","47","12","320","-","0","30.28001953125","6","261","AA","-"
"6","1656","AO21","-","CLR","10SM","-","50","35.10001953125","43.3000390625","57","12","330","-","0","30.28001953125","-","261","AA","-"
"6","1756","AO21","-","CLR","10SM","-","48","35.10001953125","42.3000390625","61","10","310","-","0","30.28001953125","-","261","AA","-"
"6","1856","AO21","-","CLR","10SM","-","48","35.10001953125","42.3000390625","61","14","310","-","0","30.28001953125","8","260","AA","-"
"6","1956","AO22","-","CLR","10SM","-","46","35.10001953125","41.2000390625","66","14","310","-","0","30.28001953125","-","260","AA","-"
"6","2056","AO22","-","CLR","10SM","-","44.1000390625","35.10001953125","40.10001953125","71","8","300","-","0","30.27001953125","-","256","AA","-"
"6","2156","AO22","-","CLR","10SM","-","41","34","38.10001953125","76","8","300","-","0","30.28001953125","5","258","AA","-"
"6","2256","AO22","-","CLR","10SM","-","37.90001953125","32","35.60001953125","79","3","300","-","0","30.29001953125","-","264","AA","-"
"6","2356","AO22","-","CLR","10SM","-","37","32","35.10001953125","82","5","220","-","0","30.29001953125","-","264","AA","-"
"7","156","AO20","-","CLR","10SM","-","35.10001953125","32","33.80001953125","89","3","10","-","0","30.29001953125","-","264","AA","-"
"7","256","AO20","-","CLR","10SM","-","33.10001953125","30.90001953125","32.20001953125","92","0","0","-","0","30.29001953125","-","264","AA","-"
"7","356","AO20","-","CLR","10SM","-","32","30","31.30001953125","92","5","20","-","0","30.29001953125","0","263","AA","-"
"7","456","AO20","-","CLR","10SM","-","30.90001953125","28.90001953125","30.20001953125","92","3","50","-","0","30.28001953125","-","258","AA","-"
"7","556","AO20","-","CLR","10SM","-","32","30","31.30001953125","92","4","50","-","0","30.28001953125","-","259","AA","-"
"7","656","AO20","-","CLR","6SM","BR","32","30.90001953125","31.60001953125","96","0","0","-","0","30.28001953125","5","260","AA","-"
"7","756","AO20","-","CLR","3SM","BR","33.10001953125","30.90001953125","32.20001953125","92","3","140","-","0","30.29001953125","-","262","AA","-"
"7","856","AO20","-","CLR","3SM","BR","33.10001953125","32","32.70001953125","96","6","140","-","0","30.29001953125","-","262","AA","-"
"7","956","AO21","-","CLR","7SM","-","43","37","40.5","80","6","150","-","0","30.30001953125","3","267","AA","-"
"7","1056","AO21","-","CLR","5SM","HZ","46.9000390625","37","42.4000390625","69","5","150","-","0","30.30001953125","-","268","AA","-"
"7","1156","AO21","-","CLR","9SM","-","48","36","42.6000390625","63","5","180","-","0","30.29001953125","-","263","AA","-"
"7","1256","AO21","-","CLR","8SM","-","50","37","44.1000390625","61","5","190","-","0","30.25","8","251","AA","-"
"7","1356","AO21","-","CLR","10SM","-","52","37","45.1000390625","57","0","0","-","0","30.23001953125","-","244","AA","-"
"7","1456","AO21","-","CLR","9SM","-","53.1000390625","36","45.3000390625","52","0","0","-","0","30.23001953125","-","241","AA","-"
"7","1556","AO21","-","CLR","7SM","-","53.1000390625","39","46.4000390625","59","0","0","-","0","30.22001953125","6","239","AA","-"
"7","1656","AO21","-","CLR","9SM","-","50","37.90001953125","44.4000390625","63","3","90","-","0","30.22001953125","-","239","AA","-"
"7","1756","AO21","-","CLR","8SM","-","46.9000390625","37.90001953125","42.8000390625","71","3","90","-","0","30.23001953125","-","242","AA","-"
"7","1856","AO21","-","CLR","7SM","-","46","37.90001953125","42.4000390625","73","0","0","-","0","30.23001953125","3","244","AA","-"
"7","1956","AO22","-","CLR","7SM","-","42.1000390625","37","39.90001953125","82","3","110","-","0","30.24001953125","-","245","AA","-"
"7","2056","AO22","-","CLR","6SM","BR","39","36","37.80001953125","89","5","100","-","0","30.24001953125","-","247","AA","-"
"7","2156","AO22","-","CLR","6SM","-","39","35.10001953125","37.40001953125","86","5","130","-","0","30.24001953125","0","246","AA","-"
"7","2256","AO22","-","CLR","5SM","-","37","34","35.80001953125","89","3","90","-","0","30.25","-","248","AA","-"
"7","2356","AO22","-","CLR","4SM","BR","36","34","35.20001953125","93","4","120","-","0","30.23001953125","-","244","AA","-"
"8","156","AO20","-","CLR","3SM","BR","35.10001953125","33.10001953125","34.30001953125","93","5","120","-","0","30.24001953125","-","245","AA","-"
"8","256","AO20","-","CLR","3SM","BR","34","32","33.30001953125","92","4","110","-","0","30.23001953125","-","244","AA","-"
"8","356","AO20","-","CLR","4SM","BR","35.10001953125","33.10001953125","34.30001953125","93","6","100","-","0","30.23001953125","8","242","AA","-"
"8","456","AO20","-","CLR","3SM","BR","34","32","33.30001953125","92","5","110","-","0","30.23001953125","-","242","AA","-"
"8","546","AO20","-","CLR","2 1/2SM","BR","-","-","-","-","5","120","-","0","-","-","-","SP","-"
"8","556","AO20","-","CLR","2 1/2SM","BR","33.10001953125","32","32.70001953125","96","5","120","-","0","30.24001953125","-","246","AA","-"
"8","625","AO20","-","CLR","4SM","BR","-","-","-","-","6","120","-","0","-","-","-","SP","-"
"8","656","AO20","-","CLR","4SM","BR","34","32","33.30001953125","92","4","140","-","0","30.25","3","251","AA","-"
"8","719","AO20","-","CLR","2 1/2SM","BR","-","-","-","-","4","120","-","0","-","-","-","SP","-"
"8","756","AO20","-","FEW200","3SM","BR","34","32","33.30001953125","92","4","110","-","0","30.27001953125","-","256","AA","-"
"8","856","AO20","-","FEW200","3SM","BR","37.90001953125","36","37","93","6","120","-","0","30.28001953125","-","259","AA","-"
"8","903","AO20","-","CLR","2 1/2SM","BR","-","-","-","-","7","120","-","0","-","-","-","SP","-"
"8","946","AO20","-","CLR","3SM","BR","-","-","-","-","5","130","-","0","-","-","-","SP","-"
"8","956","AO21","-","CLR","3SM","BR","44.1000390625","39.90001953125","42.3000390625","85","7","130","-","0","30.29001953125","3","264","AA","-"
"8","1056","AO21","-","CLR","4SM","BR","48","41","44.8000390625","77","7","140","-","0","30.28001953125","-","261","AA","-"
"8","1156","AO21","-","CLR","5SM","BR","52","41","46.8000390625","66","6","160","-","0","30.26001953125","-","253","AA","-"
"8","1256","AO21","-","CLR","4SM","HZ","53.1000390625","41","47.3000390625","64","8","170","-","0","30.23001953125","8","241","AA","-"
"8","1356","AO21","-","CLR","5SM","HZ","54","39.90001953125","47.3000390625","59","4","130","-","0","30.22001953125","-","241","AA","-"
"8","1456","AO21","-","CLR","6SM","HZ","54","39","46.9000390625","57","0","0","-","0","30.22001953125","-","240","AA","-"
"8","1556","AO21","-","CLR","6SM","HZ","55","39.90001953125","47.8000390625","57","0","0","-","0","30.23001953125","5","244","AA","-"
"8","1656","AO21","-","CLR","5SM","HZ","53.1000390625","42.1000390625","47.7000390625","66","0","0","-","0","30.25","-","249","AA","-"
